Table Name,State Code,District Code,Tehsil Code,Area Name,Total/ Rural/ Urban,Age-group,Total - Persons,Total - Males,Total - Females,Religious communities - Hindu - Persons,Religious communities - Hindu - Males,Religious communities - Hindu - Females,Religious communities - Muslim - Persons,Religious communities - Muslim - Males,Religious communities - Muslim - Females,Religious communities - Christian - Persons,Religious communities - Christian - Males,Religious communities - Christian - Females,Religious communities - Sikh - Persons,Religious communities - Sikh - Males,Religious communities - Sikh - Females,Religious communities - Buddhist - Persons,Religious communities - Buddhist - Males,Religious communities - Buddhist - Females,Religious communities - Jain - Persons,Religious communities - Jain - Males,Religious communities - Jain - Females,Religious communities - Other religious communities - Persons,Religious communities - Other religious communities - Males,Religious communities - Other religious communities - Females
C4415,33,26,0000,District - Virudhunagar  26,Total,70-74,29063,14070,14993,27246,13180,14066,618,304,314,1171,573,598,0,0,0,0,0,0,2,2,0,2,1,1
C4415,33,26,0000,District - Virudhunagar  26,Total,75-79,12845,6571,6274,12026,6151,5875,253,141,112,553,271,282,0,0,0,1,1,0,1,1,0,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Total,80+,14315,6467,7848,13423,6075,7348,305,116,189,572,267,305,2,1,1,0,0,0,0,0,0,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Total,Age not stated,12172,6138,6034,11357,5742,5615,181,91,90,470,218,252,5,2,3,6,5,1,3,1,2,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Rural,All ages,973956,482626,491330,924777,458854,465923,14848,7092,7756,33207,16117,17090,37,20,17,17,11,6,59,30,29,189,110,79
C4415,33,26,0000,District - Virudhunagar  26,Rural,0-4,85760,43748,42012,81575,41580,39995,1267,660,607,2828,1461,1367,6,3,3,3,2,1,7,4,3,12,7,5
C4415,33,26,0000,District - Virudhunagar  26,Rural,5-9,92350,47092,45258,87788,44841,42947,1485,734,751,2974,1466,1508,3,3,0,0,0,0,5,3,2,22,12,10
C4415,33,26,0000,District - Virudhunagar  26,Rural,10-14,96768,49600,47168,91640,47015,44625,1687,839,848,3321,1684,1637,3,2,1,1,1,0,9,7,2,39,17,22
C4415,33,26,0000,District - Virudhunagar  26,Rural,15-19,103589,51827,51762,98040,49201,48839,1677,782,895,3742,1775,1967,2,1,1,1,0,1,1,0,1,49,30,19
C4415,33,26,0000,District - Virudhunagar  26,Rural,20-24,88374,42438,45936,83631,40151,43480,1441,712,729,3206,1517,1689,4,3,1,3,1,2,3,3,0,26,21,5
C4415,33,26,0000,District - Virudhunagar  26,Rural,25-29,85070,40365,44705,80835,38392,42443,1291,565,726,2875,1370,1505,2,1,1,2,2,0,4,2,2,13,11,2
C4415,33,26,0000,District - Virudhunagar  26,Rural,30-34,69911,34271,35640,66409,32632,33777,973,435,538,2458,1173,1285,3,1,2,0,0,0,6,1,5,6,3,3
C4415,33,26,0000,District - Virudhunagar  26,Rural,35-39,72026,34877,37149,68572,33296,35276,982,430,552,2421,1127,1294,1,0,1,0,0,0,4,3,1,5,2,3
C4415,33,26,0000,District - Virudhunagar  26,Rural,40-44,56580,28792,27788,53855,27441,26414,813,392,421,1868,941,927,2,2,0,1,0,1,5,3,2,3,1,2
C4415,33,26,0000,District - Virudhunagar  26,Rural,45-49,52491,26224,26267,49949,25034,24915,736,335,401,1754,833,921,3,1,2,0,0,0,3,1,2,4,1,3
C4415,33,26,0000,District - Virudhunagar  26,Rural,50-54,42037,20961,21076,40022,19997,20025,617,293,324,1364,655,709,0,0,0,1,0,1,0,0,0,3,1,2
C4415,33,26,0000,District - Virudhunagar  26,Rural,55-59,35507,17010,18497,33765,16161,17604,502,249,253,1190,577,613,1,1,0,0,0,0,8,3,5,3,3,0
C4415,33,26,0000,District - Virudhunagar  26,Rural,60-64,33283,16127,17156,31673,15369,16304,485,236,249,1090,504,586,0,0,0,0,0,0,3,0,3,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Rural,65-69,21873,10517,11356,20722,9950,10772,355,177,178,772,380,392,1,0,1,1,1,0,0,0,0,2,0,2
C4415,33,26,0000,District - Virudhunagar  26,Rural,70-74,16441,7998,8443,15589,7599,7990,232,100,132,603,293,310,0,0,0,0,0,0,0,0,0,2,1,1
C4415,33,26,0000,District - Virudhunagar  26,Rural,75-79,7003,3598,3405,6627,3399,3228,85,50,35,283,145,138,0,0,0,1,1,0,0,0,0,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Rural,80+,7790,3654,4136,7364,3451,3913,127,59,68,288,138,150,1,0,1,0,0,0,0,0,0,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Rural,Age not stated,7103,3527,3576,6721,3345,3376,93,44,49,170,78,92,5,2,3,3,3,0,1,0,1,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Urban,All ages,777345,387750,389595,713162,355995,357167,28461,14207,14254,35088,17190,17898,17,11,6,24,13,11,108,61,47,28,17,11
C4415,33,26,0000,District - Virudhunagar  26,Urban,0-4,62833,31963,30870,57554,29317,28237,2430,1242,1188,2810,1385,1425,0,0,0,1,1,0,6,1,5,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Urban,5-9,66930,34130,32800,61277,31268,30009,2586,1293,1293,3027,1546,1481,0,0,0,3,1,2,12,8,4,4,3,1
C4415,33,26,0000,District - Virudhunagar  26,Urban,10-14,72772,37060,35712,66453,33879,32574,2764,1403,1361,3494,1743,1751,0,0,0,1,1,0,10,5,5,5,3,2
C4415,33,26,0000,District - Virudhunagar  26,Urban,15-19,78666,39298,39368,71829,35908,35921,3209,1595,1614,3572,1764,1808,3,2,1,3,3,0,7,2,5,3,2,1
C4415,33,26,0000,District - Virudhunagar  26,Urban,20-24,71206,33560,37646,64848,30563,34285,2971,1404,1567,3311,1548,1763,1,0,1,2,1,1,12,6,6,3,2,1
C4415,33,26,0000,District - Virudhunagar  26,Urban,25-29,72573,34369,38204,66520,31442,35078,2752,1334,1418,3256,1566,1690,0,0,0,2,2,0,6,5,1,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Urban,30-34,61886,30612,31274,56952,28186,28766,2172,1110,1062,2708,1286,1422,4,2,2,2,0,2,13,9,4,3,0,3
C4415,33,26,0000,District - Virudhunagar  26,Urban,35-39,62195,31246,30949,57249,28832,28417,2160,1069,1091,2743,1318,1425,0,0,0,1,0,1,10,9,1,3,2,1
C4415,33,26,0000,District - Virudhunagar  26,Urban,40-44,49634,25729,23905,45685,23711,21974,1707,890,817,2199,1106,1093,2,1,1,3,0,3,9,4,5,3,2,1
C4415,33,26,0000,District - Virudhunagar  26,Urban,45-49,44860,23305,21555,41301,21480,19821,1550,796,754,1971,1008,963,1,1,0,2,1,1,4,2,2,4,3,1
C4415,33,26,0000,District - Virudhunagar  26,Urban,50-54,35342,18351,16991,32619,16964,15655,1140,585,555,1559,791,768,1,0,1,1,1,0,8,4,4,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Urban,55-59,27960,14031,13929,25784,12942,12842,943,471,472,1215,608,607,1,1,0,0,0,0,3,2,1,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Urban,60-64,24236,11855,12381,22407,10948,11459,736,379,357,1069,518,551,1,1,0,0,0,0,2,0,2,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Urban,65-69,16194,7772,8422,14933,7201,7732,521,237,284,732,328,404,2,2,0,0,0,0,1,0,1,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Urban,70-74,12622,6072,6550,11657,5581,6076,386,204,182,568,280,288,0,0,0,0,0,0,2,2,0,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Urban,75-79,5842,2973,2869,5399,2752,2647,168,91,77,270,126,144,0,0,0,0,0,0,1,1,0,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Urban,80+,6525,2813,3712,6059,2624,3435,178,57,121,284,129,155,1,1,0,0,0,0,0,0,0,0,0,0
C4415,33,26,0000,District - Virudhunagar  26,Urban,Age not stated,5069,2611,2458,4636,2397,2239,88,47,41,300,140,160,0,0,0,3,2,1,2,1,1,0,0,0
C4415,33,27,0000,District - Ramanathapuram  27,Total,All ages,1187604,583376,604228,928090,460478,467612,174079,80472,93607,84092,41737,42355,61,33,28,24,10,14,18,9,9,92,53,39
C4415,33,27,0000,District - Ramanathapuram  27,Total,0-4,106318,54028,52290,81568,41498,40070,17174,8679,8495,7492,3805,3687,5,2,3,3,2,1,1,0,1,11,7,4
C4415,33,27,0000,District - Ramanathapuram  27,Total,5-9,116141,59046,57095,89729,45727,44002,18386,9190,9196,7950,4095,3855,8,4,4,4,1,3,3,1,2,6,3,3
C4415,33,27,0000,District - Ramanathapuram  27,Total,10-14,126093,63579,62514,96974,48920,48054,20192,10090,10102,8713,4433,4280,2,2,0,1,0,1,0,0,0,9,4,5
C4415,33,27,0000,District - Ramanathapuram  27,Total,15-19,129196,63226,65970,99296,48867,50429,20746,9793,10953,8927,4433,4494,7,2,5,4,1,3,2,2,0,11,8,3
C4415,33,27,0000,District - Ramanathapuram  27,Total,20-24,107792,52222,55570,83150,40816,42334,16967,7726,9241,7591,3652,3939,3,2,1,3,1,2,0,0,0,3,0,3
C4415,33,27,0000,District - Ramanathapuram  27,Total,25-29,100568,46298,54270,79179,36937,42242,14367,6064,8303,6958,3270,3688,6,2,4,1,1,0,1,0,1,8,4,4
C4415,33,27,0000,District - Ramanathapuram  27,Total,30-34,81553,38959,42594,64188,31117,33071,11545,5039,6506,5763,2775,2988,9,5,4,1,0,1,2,0,2,9,7,2
C4415,33,27,0000,District - Ramanathapuram  27,Total,35-39,87258,41132,46126,69677,33202,36475,11500,4982,6518,6024,2919,3105,2,1,1,1,1,0,2,1,1,8,4,4
C4415,33,27,0000,District - Ramanathapuram  27,Total,40-44,68331,34366,33965,54728,27960,26768,8646,3920,4726,4915,2461,2454,4,2,2,1,1,0,2,0,2,9,7,2
C4415,33,27,0000,District - Ramanathapuram  27,Total,45-49,65340,32378,32962,52380,26352,26028,8114,3644,4470,4808,2362,2446,4,4,0,0,0,0,2,2,0,2,2,0
C4415,33,27,0000,District - Ramanathapuram  27,Total,50-54,51265,25825,25440,40885,20973,19912,6684,2970,3714,3661,1865,1796,3,1,2,1,1,0,3,3,0,1,0,1
C4415,33,27,0000,District - Ramanathapuram  27,Total,55-59,41531,19885,21646,33374,16130,17244,4948,2189,2759,3183,1555,1628,4,3,1,0,0,0,0,0,0,2,0,2
C4415,33,27,0000,District - Ramanathapuram  27,Total,60-64,39676,19551,20125,31547,15946,15601,5185,2107,3078,2911,1479,1432,3,2,1,1,0,1,0,0,0,5,2,3
C4415,33,27,0000,District - Ramanathapuram  27,Total,65-69,26362,12765,13597,20641,10166,10475,3580,1539,2041,2123,1050,1073,1,1,0,0,0,0,0,0,0,3,2,1
C4415,33,27,0000,District - Ramanathapuram  27,Total,70-74,19688,9858,9830,15271,7832,7439,2899,1244,1655,1504,774,730,0,0,0,1,1,0,0,0,0,1,1,0
C4415,33,27,0000,District - Ramanathapuram  27,Total,75-79,8283,4335,3948,6396,3444,2952,1192,520,672,691,369,322,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,27,0000,District - Ramanathapuram  27,Total,80+,9530,4525,5005,7194,3549,3645,1598,605,993,737,371,366,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,27,0000,District - Ramanathapuram  27,Total,Age not stated,2679,1398,1281,1913,1042,871,356,171,185,141,69,72,0,0,0,2,0,2,0,0,0,4,2,2
C4415,33,27,0000,District - Ramanathapuram  27,Rural,All ages,885210,433290,451920,709066,350070,358996,106395,48534,57861,68690,34139,34551,18,9,9,15,5,10,12,5,7,29,17,12
C4415,33,27,0000,District - Ramanathapuram  27,Rural,0-4,79488,40456,39032,62546,31850,30696,10752,5436,5316,6127,3134,2993,4,2,2,2,2,0,1,0,1,5,3,2
C4415,33,27,0000,District - Ramanathapuram  27,Rural,5-9,86993,44324,42669,68872,35175,33697,11612,5798,5814,6456,3329,3127,3,1,2,3,0,3,2,0,2,2,1,1
C4415,33,27,0000,District - Ramanathapuram  27,Rural,10-14,93799,47532,46267,73663,37350,36313,12778,6379,6399,7191,3682,3509,1,1,0,0,0,0,0,0,0,5,2,3
C4415,33,27,0000,District - Ramanathapuram  27,Rural,15-19,95945,46911,49034,75616,37112,38504,12849,6041,6808,7293,3647,3646,0,0,0,3,1,2,2,2,0,2,2,0
C4415,33,27,0000,District - Ramanathapuram  27,Rural,20-24,78561,37987,40574,62339,30499,31840,10037,4518,5519,6116,2951,3165,2,1,1,2,0,2,0,0,0,1,0,1
C4415,33,27,0000,District - Ramanathapuram  27,Rural,25-29,72584,33232,39352,58698,27206,31492,8306,3383,4923,5541,2624,2917,1,0,1,0,0,0,1,0,1,0,0,0
C4415,33,27,0000,District - Ramanathapuram  27,Rural,30-34,58272,27460,30812,47021,22392,24629,6672,2848,3824,4545,2206,2339,3,2,1,1,0,1,2,0,2,3,2,1
C4415,33,27,0000,District - Ramanathapuram  27,Rural,35-39,64380,29703,34677,52649,24520,28129,6900,2880,4020,4793,2284,2509,0,0,0,1,1,0,0,0,0,3,2,1
C4415,33,27,0000,District - Ramanathapuram  27,Rural,40-44,50973,25126,25847,41797,20925,20872,5136,2213,2923,4014,1973,2041,1,1,0,0,0,0,1,0,1,2,2,0
C4415,33,27,0000,District - Ramanathapuram  27,Rural,45-49,49849,24440,25409,40843,20286,20557,4988,2178,2810,3989,1964,2025,1,1,0,0,0,0,1,1,0,0,0,0
C4415,33,27,0000,District - Ramanathapuram  27,Rural,50-54,39120,19429,19691,32021,16152,15869,4061,1745,2316,3010,1519,1491,2,0,2,0,0,0,2,2,0,0,0,0
C4415,33,27,0000,District - Ramanathapuram  27,Rural,55-59,32300,15398,16902,26609,12790,13819,2997,1298,1699,2676,1302,1374,0,0,0,0,0,0,0,0,0,1,0,1
C4415,33,27,0000,District - Ramanathapuram  27,Rural,60-64,31242,15459,15783,25506,12929,12577,3235,1255,1980,2479,1261,1218,0,0,0,0,0,0,0,0,0,1,1,0
C4415,33,27,0000,District - Ramanathapuram  27,Rural,65-69,20612,10060,10552,16575,8210,8365,2229,951,1278,1797,893,904,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,27,0000,District - Ramanathapuram  27,Rural,70-74,15476,7821,7655,12285,6354,5931,1850,778,1072,1329,682,647,0,0,0,1,1,0,0,0,0,0,0,0
C4415,33,27,0000,District - Ramanathapuram  27,Rural,75-79,6351,3376,2975,4987,2708,2279,762,347,415,598,319,279,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,27,0000,District - Ramanathapuram  27,Rural,80+,7167,3464,3703,5527,2775,2752,1016,375,641,624,314,310,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,27,0000,District - Ramanathapuram  27,Rural,Age not stated,2098,1112,986,1512,837,675,215,111,104,112,55,57,0,0,0,2,0,2,0,0,0,4,2,2
C4415,33,27,0000,District - Ramanathapuram  27,Urban,All ages,302394,150086,152308,219024,110408,108616,67684,31938,35746,15402,7598,7804,43,24,19,9,5,4,6,4,2,63,36,27
C4415,33,27,0000,District - Ramanathapuram  27,Urban,0-4,26830,13572,13258,19022,9648,9374,6422,3243,3179,1365,671,694,1,0,1,1,0,1,0,0,0,6,4,2
C4415,33,27,0000,District - Ramanathapuram  27,Urban,5-9,29148,14722,14426,20857,10552,10305,6774,3392,3382,1494,766,728,5,3,2,1,1,0,1,1,0,4,2,2
C4415,33,27,0000,District - Ramanathapuram  27,Urban,10-14,32294,16047,16247,23311,11570,11741,7414,3711,3703,1522,751,771,1,1,0,1,0,1,0,0,0,4,2,2
C4415,33,27,0000,District - Ramanathapuram  27,Urban,15-19,33251,16315,16936,23680,11755,11925,7897,3752,4145,1634,786,848,7,2,5,1,0,1,0,0,0,9,6,3
C4415,33,27,0000,District - Ramanathapuram  27,Urban,20-24,29231,14235,14996,20811,10317,10494,6930,3208,3722,1475,701,774,1,1,0,1,1,0,0,0,0,2,0,2
C4415,33,27,0000,District - Ramanathapuram  27,Urban,25-29,27984,13066,14918,20481,9731,10750,6061,2681,3380,1417,646,771,5,2,3,1,1,0,0,0,0,8,4,4
C4415,33,27,0000,District - Ramanathapuram  27,Urban,30-34,23281,11499,11782,17167,8725,8442,4873,2191,2682,1218,569,649,6,3,3,0,0,0,0,0,0,6,5,1
C4415,33,27,0000,District - Ramanathapuram  27,Urban,35-39,22878,11429,11449,17028,8682,8346,4600,2102,2498,1231,635,596,2,1,1,0,0,0,2,1,1,5,2,3
C4415,33,27,0000,District - Ramanathapuram  27,Urban,40-44,17358,9240,8118,12931,7035,5896,3510,1707,1803,901,488,413,3,1,2,1,1,0,1,0,1,7,5,2
C4415,33,27,0000,District - Ramanathapuram  27,Urban,45-49,15491,7938,7553,11537,6066,5471,3126,1466,1660,819,398,421,3,3,0,0,0,0,1,1,0,2,2,0
C4415,33,27,0000,District - Ramanathapuram  27,Urban,50-54,12145,6396,5749,8864,4821,4043,2623,1225,1398,651,346,305,1,1,0,1,1,0,1,1,0,1,0,1
C4415,33,27,0000,District - Ramanathapuram  27,Urban,55-59,9231,4487,4744,6765,3340,3425,1951,891,1060,507,253,254,4,3,1,0,0,0,0,0,0,1,0,1
C4415,33,27,0000,District - Ramanathapuram  27,Urban,60-64,8434,4092,4342,6041,3017,3024,1950,852,1098,432,218,214,3,2,1,1,0,1,0,0,0,4,1,3
C4415,33,27,0000,District - Ramanathapuram  27,Urban,65-69,5750,2705,3045,4066,1956,2110,1351,588,763,326,157,169,1,1,0,0,0,0,0,0,0,3,2,1
C4415,33,27,0000,District - Ramanathapuram  27,Urban,70-74,4212,2037,2175,2986,1478,1508,1049,466,583,175,92,83,0,0,0,0,0,0,0,0,0,1,1,0
C4415,33,27,0000,District - Ramanathapuram  27,Urban,75-79,1932,959,973,1409,736,673,430,173,257,93,50,43,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,27,0000,District - Ramanathapuram  27,Urban,80+,2363,1061,1302,1667,774,893,582,230,352,113,57,56,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,27,0000,District - Ramanathapuram  27,Urban,Age not stated,581,286,295,401,205,196,141,60,81,29,14,15,0,0,0,0,0,0,0,0,0,0,0,0
C4415,33,28,0000,District - Thoothukkudi  28,Total,All ages,1572273,766823,805450,1235498,606208,629290,72875,33548,39327,262718,126464,136254,52,31,21,21,13,8,107,52,55,51,30,21
C4415,33,28,0000,District - Thoothukkudi  28,Total,0-4,127967,65318,62649,99740,50989,48751,6354,3232,3122,21778,11045,10733,2,1,1,1,1,0,12,4,8,0,0,0
C4415,33,28,0000,District - Thoothukkudi  28,Total,5-9,144283,73849,70434,112793,57926,54867,7153,3593,3560,24251,12289,11962,1,1,0,1,1,0,10,8,2,4,1,3
C4415,33,28,0000,District - Thoothukkudi  28,Total,10-14,159631,80198,79433,125690,63152,62538,7271,3599,3672,26543,13379,13164,3,3,0,2,1,1,13,5,8,7,3,4
C4415,33,28,0000,District - Thoothukkudi  28,Total,15-19,165959,78720,87239,130491,62326,68165,7634,3405,4229,27717,12935,14782,3,0,3,2,1,1,9,4,5,6,5,1
C4415,33,28,0000,District - Thoothukkudi  28,Total,20-24,143440,66496,76944,111551,52078,59473,6897,2979,3918,24886,11398,13488,6,4,2,4,1,3,16,10,6,2,2,0
C4415,33,28,0000,District - Thoothukkudi  28,Total,25-29,137135,64473,72662,108237,51180,57057,6436,2737,3699,22376,10512,11864,7,6,1,0,0,0,4,2,2,3,2,1
C4415,33,28,0000,District - Thoothukkudi  28,Total,30-34,110656,54020,56636,86535,42648,43887,5366,2432,2934,18684,8899,9785,6,3,3,2,2,0,5,3,2,5,3,2
C4415,33,28,0000,District - Thoothukkudi  28,Total,35-39,113365,54816,58549,89980,43620,46360,5115,2348,2767,18183,8816,9367,3,2,1,2,1,1,8,2,6,2,1,1
C4415,33,28,0000,District - Thoothukkudi  28,Total,40-44,89561,44337,45224,70834,35383,35451,3808,1752,2056,14847,7160,7687,5,3,2,1,1,0,10,6,4,3,1,2
C4415,33,28,0000,District - Thoothukkudi  28,Total,45-49,87753,43038,44715,69534,34379,35155,3743,1679,2064,14417,6943,7474,3,1,2,0,0,0,3,1,2,0,0,0
C4415,33,28,0000,District - Thoothukkudi  28,Total,50-54,70658,35005,35653,55317,27633,27684,3189,1500,1689,12101,5844,6257,3,2,1,3,2,1,2,1,1,2,2,0
C4415,33,28,0000,District - Thoothukkudi  28,Total,55-59,60134,28891,31243,47516,22966,24550,2766,1198,1568,9810,4703,5107,4,1,3,0,0,0,6,4,2,2,2,0
C4415,33,28,0000,District - Thoothukkudi  28,Total,60-64,53081,25525,27556,42095,20439,21656,2258,1067,1191,8695,4004,4691,1,1,0,1,1,0,3,1,2,3,1,2
C4415,33,28,0000,District - Thoothukkudi  28,Total,65-69,39873,18606,21267,31134,14753,16381,1792,741,1051,6912,3092,3820,2,1,1,1,1,0,2,0,2,2,1,1
C4415,33,28,0000,District - Thoothukkudi  28,Total,70-74,29418,14340,15078,23252,11510,11742,1249,523,726,4891,2296,2595,0,0,0,0,0,0,1,0,1,4,3,1
C4415,33,28,0000,District - Thoothukkudi  28,Total,75-79,14570,7280,7290,11217,5709,5508,644,266,378,2702,1301,1401,0,0,0,0,0,0,1,0,1,0,0,0
C4415,33,28,0000,District - Thoothukkudi  28,Total,80+,14772,6909,7863,11582,5469,6113,707,275,432,2462,1156,1306,1,0,1,1,0,1,1,1,0,3,2,1
C4415,33,28,0000,District - Thoothukkudi  28,Total,Age not stated,10017,5002,5015,8000,4048,3952,493,222,271,1463,692,771,2,2,0,0,0,0,1,0,1,3,1,2
C4415,33,28,0000,District - Thoothukkudi  28,Rural,All ages,907500,439254,468246,742247,361169,381078,23593,10730,12863,141027,67059,73968,33,17,16,11,5,6,59,27,32,15,8,7
C4415,33,28,0000,District - Thoothukkudi  28,Rural,0-4,74120,38032,36088,60087,30881,29206,1987,986,1001,11990,6137,5853,1,1,0,0,0,0,9,3,6,0,0,0
C4415,33,28,0000,District - Thoothukkudi  28,Rural,5-9,84943,43680,41263,68896,35515,33381,2330,1189,1141,13669,6958,6711,0,0,0,1,1,0,4,3,1,2,0,2
C4415,33,28,0000,District - Thoothukkudi  28,Rural,10-14,95159,47925,47234,77767,39198,38569,2404,1151,1253,14912,7534,7378,3,3,0,0,0,0,7,2,5,2,1,1
C4415,33,28,0000,District - Thoothukkudi  28,Rural,15-19,97162,45330,51832,79307,37316,41991,2609,1124,1485,15185,6862,8323,3,0,3,2,1,1,3,2,1,0,0,0
C4415,33,28,0000,District - Thoothukkudi  28,Rural,20-24,80837,37366,43471,65508,30453,35055,2206,995,1211,13060,5895,7165,3,3,0,2,0,2,9,6,3,0,0,0
C4415,33,28,0000,District - Thoothukkudi  28,Rural,25-29,75287,35328,39959,61876,29169,32707,1947,833,1114,11422,5304,6118,5,4,1,0,0,0,2,1,1,0,0,0
C4415,33,28,0000,District - Thoothukkudi  28,Rural,30-34,59673,28759,30914,48666,23664,25002,1621,724,897,9348,4352,4996,2,0,2,1,1,0,4,3,1,2,1,1
C4415,33,28,0000,District - Thoothukkudi  28,Rural,35-39,62695,29763,32932,51847,24581,27266,1533,734,799,9262,4432,4830,1,1,0,2,1,1,5,1,4,2,1,1
C4415,33,28,0000,District - Thoothukkudi  28,Rural,40-44,49740,24106,25634,41100,20119,20981,1164,511,653,7442,3455,3987,4,2,2,0,0,0,6,3,3,0,0,0
C4415,33,28,0000,District - Thoothukkudi  28,Rural,45-49,49994,23770,26224,41298,19770,21528,1168,495,673,7497,3489,4008,2,0,2,0,0,0,2,0,2,0,0,0
C4415,33,28,0000,District - Thoothukkudi  28,Rural,50-54,41093,19665,21428,33643,16276,17367,996,448,548,6434,2935,3499,2,1,1,1,0,1,1,0,1,0,0,0
C4415,33,28,0000,District - Thoothukkudi  28,Rural,55-59,36586,17222,19364,30113,14246,15867,926,371,555,5528,2595,2933,4,1,3,0,0,0,1,1,0,0,0,0
C4415,33,28,0000,District - Thoothukkudi  28,Rural,60-64,33323,15977,17346,27527,13281,14246,812,374,438,4965,2314,2651,0,0,0,0,0,0,2,1,1,2,1,1
C4415,33,28,0000,District - Thoothukkudi  28,Rural,65-69,24994,11657,13337,20298,9600,10698,690,277,413,3987,1769,2218,1,0,1,1,1,0,0,0,0,1,0,1
C4415,33,28,0000,District - Thoothukkudi  28,Rural,70-74,18629,9147,9482,15342,7632,7710,466,205,261,2805,1301,1504,0,0,0,0,0,0,1,0,1,3,3,0
C4415,33,28,0000,District - Thoothukkudi  28,Rural,75-79,8889,4531,4358,7159,3675,3484,223,105,118,1504,750,754,0,0,0,0,0,0,1,0,1,0,0,0
C4415,33,28,0000,District - Thoothukkudi  28,Rural,80+,8999,4299,4700,7342,3516,3826,251,106,145,1396,674,722,1,0,1,1,0,1,1,1,0,0,0,0
C4415,33,28,0000,District - Thoothukkudi  28,Rural,Age not stated,5377,2697,2680,4471,2277,2194,260,102,158,621,303,318,1,1,0,0,0,0,1,0,1,1,1,0
C4415,33,28,0000,District - Thoothukkudi  28,Urban,All ages,664773,327569,337204,493251,245039,248212,49282,22818,26464,121691,59405,62286,19,14,5,10,8,2,48,25,23,36,22,14
C4415,33,28,0000,District - Thoothukkudi  28,Urban,0-4,53847,27286,26561,39653,20108,19545,4367,2246,2121,9788,4908,4880,1,0,1,1,1,0,3,1,2,0,0,0
C4415,33,28,0000,District - Thoothukkudi  28,Urban,5-9,59340,30169,29171,43897,22411,21486,4823,2404,2419,10582,5331,5251,1,1,0,0,0,0,6,5,1,2,1,1
C4415,33,28,0000,District - Thoothukkudi  28,Urban,10-14,64472,32273,32199,47923,23954,23969,4867,2448,2419,11631,5845,5786,0,0,0,2,1,1,6,3,3,5,2,3
C4415,33,28,0000,District - Thoothukkudi  28,Urban,15-19,68797,33390,35407,51184,25010,26174,5025,2281,2744,12532,6073,6459,0,0,0,0,0,0,6,2,4,6,5,1
C4415,33,28,0000,District - Thoothukkudi  28,Urban,20-24,62603,29130,33473,46043,21625,24418,4691,1984,2707,11826,5503,6323,3,1,2,2,1,1,7,4,3,2,2,0
C4415,33,28,0000,District - Thoothukkudi  28,Urban,25-29,61848,29145,32703,46361,22011,24350,4489,1904,2585,10954,5208,5746,2,2,0,0,0,0,2,1,1,3,2,1
C4415,33,28,0000,District - Thoothukkudi  28,Urban,30-34,50983,25261,25722,37869,18984,18885,3745,1708,2037,9336,4547,4789,4,3,1,1,1,0,1,0,1,3,2,1
C4415,33,28,0000,District - Thoothukkudi  28,Urban,35-39,50670,25053,25617,38133,19039,19094,3582,1614,1968,8921,4384,4537,2,1,1,0,0,0,3,1,2,0,0,0
C4415,33,28,0000,District - Thoothukkudi  28,Urban,40-44,39821,20231,19590,29734,15264,14470,2644,1241,1403,7405,3705,3700,1,1,0,1,1,0,4,3,1,3,1,2
C4415,33,28,0000,District - Thoothukkudi  28,Urban,45-49,37759,19268,18491,28236,14609,13627,2575,1184,1391,6920,3454,3466,1,1,0,0,0,0,1,1,0,0,0,0
C4415,33,28,0000,District - Thoothukkudi  28,Urban,50-54,29565,15340,14225,21674,11357,10317,2193,1052,1141,5667,2909,2758,1,1,0,2,2,0,1,1,0,2,2,0
C4415,33,28,0000,District - Thoothukkudi  28,Urban,55-59,23548,11669,11879,17403,8720,8683,1840,827,1013,4282,2108,2174,0,0,0,0,0,0,5,3,2,2,2,0
C4415,33,28,0000,District - Thoothukkudi  28,Urban,60-64,19758,9548,10210,14568,7158,7410,1446,693,753,3730,1690,2040,1,1,0,1,1,0,1,0,1,1,0,1
C4415,33,28,0000,District - Thoothukkudi  28,Urban,65-69,14879,6949,7930,10836,5153,5683,1102,464,638,2925,1323,1602,1,1,0,0,0,0,2,0,2,1,1,0
